"Key-Clé","CoAppNm","CoAppRoleCD","CoAppRoleEN","CoAppRoleFR","CoAppOrgID","CoAppOrgNm","ProvinceEN","ProvinceFR","CountryEN","PaysFR","FiscalYear-AnnéeFinancière"
486434,"Hebert, Paul C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADWY","Centre hospitalier de l'Université de Montréal (CHUM)","Québec","Québec","Canada","Canada","200102"
486434,"Coyle, Douglas A","CO","Co-Investigator","Co-chercheur","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
486434,"Goldman, Mindy R","CO","Co-Investigator","Co-chercheur","CEAU","Canadian Blood Services (Ontario)/Société canadienne du sang","Ontario","Ontario","Canada","Canada","200102"
486434,"Van Walraven, Carl","CO","Co-Investigator","Co-chercheur","ADYP","Ottawa Hospital Research Institute/Institut de recherche de l'Hôpital d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
435411,"Brown, Christopher B","SUP1","Primary Supervisor","Directeur principal","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
435411,"Pelley, Jennifer L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEGA","Carleton University (Ottawa)","Ontario","Ontario","Canada","Canada","200102"
222559,"Khandelwal, Ramji L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
22550,"Yager, Jerome (Jerry) Y","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
22550,"Thornhill, Jim A","CO","Co-Investigator","Co-chercheur","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
22550,"Wishart, Thomas B","CO","Co-Investigator","Co-chercheur","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
872750,"Juurlink, Bernhard H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
484891,"Tabel, Hinrich (Henry)","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
70657,"Grant, Michael D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CJAA","Memorial University of Newfoundland","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Canada","Canada","200102"
895805,"Carayanniotis, George","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CJAA","Memorial University of Newfoundland","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Canada","Canada","200102"
683970,"Zahradka, Peter","CO","Co-Investigator","Co-chercheur","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200102"
683970,"Del Rizzo, Dario F","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAC","St. Boniface General Hospital, Winnipeg","Manitoba","Manitoba","Canada","Canada","200102"
953728,"Klip, Amira","SUP1","Primary Supervisor","Directeur principal","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200102"
953728,"Randhawa, Varinder K","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unknown","Inconnu","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200102"
578696,"Grinstein, Sergio","SUP1","Primary Supervisor","Directeur principal","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200102"
578696,"Scott, Cameron","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","GINT","International University in Geneva/L'International University in Geneva","Unknown/Inconnu","Unknown/Inconnu","Switzerland","Suisse","200102"
390941,"Mackenzie, Robert E","SUP1","Primary Supervisor","Directeur principal","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
390941,"Sundararajan, Saravanan","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unknown","Inconnu","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200102"
450118,"Tikoo, Suresh K","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
117039,"Smeda, John S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CJAA","Memorial University of Newfoundland","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Canada","Canada","200102"
881839,"Houston, Donald S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200102"
640793,"Birk, Patricia E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200102"
972711,"Diamandis, Eleftherios P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAD","Sinai Health System (Toronto)","Ontario","Ontario","Canada","Canada","200102"
909490,"Tetu, Bernard","CO","Co-Investigator","Co-chercheur","CFBA","Université Laval","Québec","Québec","Canada","Canada","200102"
909490,"Bachvarov, Dimcho R","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200102"
909490,"Plante, Marie","CO","Co-Investigator","Co-chercheur","AEHD","Centre Hospitalier Universitaire de Québec","Québec","Québec","Canada","Canada","200102"
493744,"Kennedy, James L","SUP1","Primary Supervisor","Directeur principal","CEAH","Centre for Addiction and Mental Health (Toronto)/Centre de toxicomanie et de santé mentale","Ontario","Ontario","Canada","Canada","200102"
493744,"Muglia, Pierandrea","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAH","Centre for Addiction and Mental Health (Toronto)/Centre de toxicomanie et de santé mentale","Ontario","Ontario","Canada","Canada","200102"
306616,"Ogborn, Malcolm R","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADQW","University of Northern British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200102"
306616,"Peeling, James","CO","Co-Investigator","Co-chercheur","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200102"
306616,"Birk, Patricia E","CO","Co-Investigator","Co-chercheur","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200102"
306616,"Somorjai, Rajmund L","CO","Co-Investigator","Co-chercheur","ADLY","Institute for Biodiagnostics (Winnipeg)","Manitoba","Manitoba","Canada","Canada","200102"
306616,"Aukema, Harold M","CO","Co-Investigator","Co-chercheur","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200102"
384181,"Franco, Eduardo L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
494004,"Rabinovitch, Marlene","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","UEBA","Stanford University (California)","California","Californie","United States","États-Unis","200102"
118613,"Sherwin, Barbara B","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
640480,"Wong, Norman C","SUP1","Primary Supervisor","Directeur principal","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
640480,"Zheng, Xi-Long","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
426485,"Dhalla, Naranjan S","SUP1","Primary Supervisor","Directeur principal","SBRC","St. Boniface General Hospital Research Centre (Winnipeg)","Manitoba","Manitoba","Canada","Canada","200102"
426485,"Elmoselhi, Adel B.","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
602243,"van der Kooy, Derek J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
10506,"Laupacis, Andreas","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAJ","Unity Health Toronto","Ontario","Ontario","Canada","Canada","200102"
943776,"Bradley, Douglas T","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
335982,"Giguere, Vincent","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
518654,"Miller, Freda D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200102"
254146,"Acheson, Nicholas H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
684213,"Cole, William C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
684213,"Walsh, Michael P","CO","Co-Investigator","Co-chercheur","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
243791,"Britten, Richard A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
564119,"Boulianne, Gabrielle L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200102"
833386,"Courneya, Kerry S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
436089,"Dumont, Daniel J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200102"
125665,"Sandler, Alan N","CO","Co-Investigator","Co-chercheur","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
125665,"Katz, Joel D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEPA","York University (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200102"
125665,"Stewart, Donna E","CO","Co-Investigator","Co-chercheur","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
125665,"Gagliese, Lucia","CO","Co-Investigator","Co-chercheur","CEPA","York University (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200102"
125665,"Taddio, Anna","CO","Co-Investigator","Co-chercheur","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
125665,"Snijdelaar, Dirk G","CO","Co-Investigator","Co-chercheur","BAEQ","University Hospital (The Netherlands)","Unknown/Inconnu","Unknown/Inconnu","Netherlands","Pays-Bas","200102"
125665,"Macrae, Helen Marie","CO","Co-Investigator","Co-chercheur","CEAD","Sinai Health System (Toronto)","Ontario","Ontario","Canada","Canada","200102"
16723,"Hollenberg, Morley D","SUP1","Primary Supervisor","Directeur principal","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
16723,"Triggle, Christopher R","SUP","Supervisor","Directeur de recherche","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
16723,"McGuire, John J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200102"
507710,"Hawker, Gillian A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
903684,"Laird, Dale W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200102"
513012,"Marshall, Jean S","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200102"
513012,"Hoffman, Paul S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","SUAA","University of Virginia (Charlottesville)","Virginia","Virginie","United States","États-Unis","200102"
347028,"Radomski, Marek W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
971861,"Robitaille, Richard","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200102"
499535,"Schurr, Erwin A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
325839,"Sirois, Jean","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200102"
293424,"Berthiaume, Nathalie","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","XXXX","Undetermined/Indeterminé","Unknown","Inconnu","Unknown","Inconnu","200102"
293424,"Wu-Wong, J. Ruth","SUP","Supervisor","Directeur de recherche","BANI","Abbott Laboratories (Illinois)","Illinois","Illinois","United States","États-Unis","200102"
293424,"Zinker, Bradley A","SUP1","Primary Supervisor","Directeur principal","BANI","Abbott Laboratories (Illinois)","Illinois","Illinois","United States","États-Unis","200102"
255760,"Welsh, Donald G","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200102"
541138,"Koren, Gideon","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200102"
22685,"Vasdev, Sudesh C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CJAA","Memorial University of Newfoundland","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Canada","Canada","200102"
562639,"Tamblyn, Robyn M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
798460,"Trimble, William S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200102"
700524,"Turecki, Gustavo X","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
269281,"Walter, Michael A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
925732,"Zuniga-Pflucker, Juan C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200102"
92121,"Cook, Richard J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CENA","University of Waterloo (Ontario)","Ontario","Ontario","Canada","Canada","200102"
698665,"Miller, Wilson H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
26138,"Rottapel, Robert K","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAE","Princess Margaret Cancer Centre (Toronto)","Ontario","Ontario","Canada","Canada","200102"
928265,"Wozniak, Richard W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
544388,"Wrana, Jeffrey L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADHN","Lunenfeld-Tanenbaum Research Institute  (Toronto)","Ontario","Ontario","Canada","Canada","200102"
726266,"Carreau, Madeleine","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200102"
667400,"Demchuk, Andrew M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
804184,"Bendeck, Michelle P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
66240,"Yu, Peter H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
545313,"Hendzel, Michael J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
614393,"Mccrea, David A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200102"
338472,"McFarlane, Sarah","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
458561,"Smibert, Craig A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
111052,"Andrews, Brenda J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
208934,"Light, Peter E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
844247,"McDonald, Patrick P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200102"
923550,"Leber, Brian F","CO","Co-Investigator","Co-chercheur","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200102"
923550,"Andrews, David W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200102"
671014,"Naumova, Anna K","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
844371,"Osborne, Lucy R","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
979664,"Parks, Robin J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADYP","Ottawa Hospital Research Institute/Institut de recherche de l'Hôpital d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
175468,"Cairncross, Gregory","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200102"
334290,"Barker, Philip A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200102"
651133,"Chen, Xing-Zhen","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
52941,"Rozen, Rima","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
68365,"Rouleau, Guy A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
915509,"Dent, Joseph A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
408162,"Litchfield, David W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200102"
570972,"Di Polo, Adriana","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200102"
611138,"Tremblay, André","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200102"
367371,"Wan, Qi","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
246087,"Mclaurin, Joanne","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
246087,"Westaway, David","CO","Co-Investigator","Co-chercheur","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
246087,"Fraser, Paul E","CO","Co-Investigator","Co-chercheur","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
519299,"Pelletier, Jerry M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
569301,"Beaulieu, Christian","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
102439,"Heinrichs, David E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200102"
599057,"Liu, Jun","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
727277,"Couture, Clément","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ABFJ","Lady Davis Institute for Medical Research (Mtl)","Québec","Québec","Canada","Canada","200102"
727277,"Galipeau, Jacques","CO","Co-Investigator","Co-chercheur","SXAA","University of Wisconsin","Wisconsin","Wisconsin","United States","États-Unis","200102"
808986,"Bleackley, Robert C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
98932,"Quarmby, Lynne M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CACA","Simon Fraser University (Burnaby, B.C.)","British Columbia","Colombie-Britannique","Canada","Canada","200102"
808117,"Landry, Jacques","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200102"
241961,"Sadowski, Ivan J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200102"
712015,"Timofeev, Igor","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200102"
691740,"Hegadoren, Kathy M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
195939,"Zannis-Hadjopoulos, Maria","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200102"
678371,"Sandor, Victor","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAF","CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General/CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Hôpital juif","Québec","Québec","Canada","Canada","200102"
422285,"Bretscher, Peter A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200102"
902258,"Carayanniotis, George","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CJAA","Memorial University of Newfoundland","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Canada","Canada","200102"
309814,"Farine, Dan","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAD","Sinai Health System (Toronto)","Ontario","Ontario","Canada","Canada","200102"
309814,"Goldberg, Susan","CO","Co-Investigator","Co-chercheur","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200102"
309814,"Lancee, William J","CO","Co-Investigator","Co-chercheur","CEAD","Sinai Health System (Toronto)","Ontario","Ontario","Canada","Canada","200102"
309814,"Stevens, Bonnie J","CO","Co-Investigator","Co-chercheur","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200102"
309814,"Murphy, Kellie E","CO","Co-Investigator","Co-chercheur","CEAD","Sinai Health System (Toronto)","Ontario","Ontario","Canada","Canada","200102"
309814,"Zaretsky, Ari","CO","Co-Investigator","Co-chercheur","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200102"
309814,"Wong, Jiahui","CO","Co-Investigator","Co-chercheur","ADHD","University Health Network (Toronto)","Ontario","Ontario","Canada","Canada","200102"
309814,"Citron, Kenneth R","CO","Co-Investigator","Co-chercheur","CEAD","Sinai Health System (Toronto)","Ontario","Ontario","Canada","Canada","200102"
238591,"Cybulsky, Myron I","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADHD","University Health Network (Toronto)","Ontario","Ontario","Canada","Canada","200102"
163118,"Tugwell, Peter S","CO","Co-Investigator","Co-chercheur","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
163118,"Dales, Robert E","CO","Co-Investigator","Co-chercheur","HCGC","Health Canada (Ottawa)/Santé Canada (Ottawa)","Ontario","Ontario","Canada","Canada","200102"
163118,"Laupacis, Andreas","CO","Co-Investigator","Co-chercheur","CEAJ","Unity Health Toronto","Ontario","Ontario","Canada","Canada","200102"
163118,"O'Connor, Annette M","CO","Co-Investigator","Co-chercheur","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
163118,"Wells, George A","CO","Co-Investigator","Co-chercheur","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
163118,"Jolly, Elaine E","CO","Co-Investigator","Co-chercheur","ADYP","Ottawa Hospital Research Institute/Institut de recherche de l'Hôpital d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
163118,"Hebert, Paul C","CO","Co-Investigator","Co-chercheur","ADWY","Centre hospitalier de l'Université de Montréal (CHUM)","Québec","Québec","Canada","Canada","200102"
163118,"Graham, Ian D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
163118,"Logan, Jo F","CO","Co-Investigator","Co-chercheur","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
163118,"Elmslie, Tom","CO","Co-Investigator","Co-chercheur","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200102"
321820,"Bennett, Brian M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200102"
164546,"Robitaille, Richard","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200102"
203708,"Brien, James F","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200102"
203708,"Reynolds, James N","CO","Co-Investigator","Co-chercheur","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200102"
203708,"Dringenberg, Hans C","CO","Co-Investigator","Co-chercheur","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200102"
914874,"Gold, Michael R","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200102"
405614,"Johnson, Pauline","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200102"
900493,"Yotov, Wagner","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200102"
67537,"Kane, Kevin P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200102"
744717,"Charlton, Milton P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
741149,"Clark, David A","CO","Co-Investigator","Co-chercheur","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200102"
741149,"Levy, Gary A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200102"
916084,"Poirier, Guy G","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200102"
719169,"Mak, Tak W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADHD","University Health Network (Toronto)","Ontario","Ontario","Canada","Canada","200102"
534172,"Segal, Zindel V","CO","Co-Investigator","Co-chercheur","UTSC","University of Toronto Scarborough (ON)","Ontario","Ontario","Canada","Canada","200102"
