"Key-Clé","CoAppNm","CoAppRoleCD","CoAppRoleEN","CoAppRoleFR","CoAppOrgID","CoAppOrgNm","ProvinceEN","ProvinceFR","CountryEN","PaysFR","FiscalYear-AnnéeFinancière"
892813,"Leduc, Nicole","SUP1","Primary Supervisor","Directeur principal","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
892813,"Sevigny, Robert","SUP","Supervisor","Directeur de recherche","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
892813,"Loignon, Christine","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
875695,"Bremner, Rod","SUP1","Primary Supervisor","Directeur principal","ADHN","Lunenfeld-Tanenbaum Research Institute  (Toronto)","Ontario","Ontario","Canada","Canada","200304"
875695,"Pattenden, Samantha G","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","AAEJ","Pennsylvania State University","Pennsylvania","Pennsylvanie","United States","États-Unis","200304"
914961,"Poirier, Judes","SUP1","Primary Supervisor","Directeur principal","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
914961,"Petit-Turcotte, Caroline","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAD","CIUSSS de l'Ouest-de-l'Ile-de-Montréal-Douglas Hospital/CIUSSS de l'Ouest-de-l'Ile-de-Montréal-Hôpital Douglas","Québec","Québec","Canada","Canada","200304"
196638,"Hakem, Razqallah","SUP1","Primary Supervisor","Directeur principal","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
196638,"Salmena, Leonardo L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
904366,"O'Driscoll, Gillian A","SUP1","Primary Supervisor","Directeur principal","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
904366,"Wolff, Anne-Lise","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
949155,"Cameron, Lisa E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200304"
949155,"Vercelli, Donata","SUP1","Primary Supervisor","Directeur principal","UCAA","University of Arizona (Tucson)","Arizona","Arizona","United States","États-Unis","200304"
170573,"Dick, John E","SUP1","Primary Supervisor","Directeur principal","CEAE","Princess Margaret Cancer Centre (Toronto)","Ontario","Ontario","Canada","Canada","200304"
170573,"Jin, Liqing","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200304"
495429,"Woodgett, James (Jim) R","SUP1","Primary Supervisor","Directeur principal","ADHN","Lunenfeld-Tanenbaum Research Institute  (Toronto)","Ontario","Ontario","Canada","Canada","200304"
495429,"Doble, Bradley W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200304"
417207,"Sekaly, Rafick-Pierre","SUP1","Primary Supervisor","Directeur principal","SJCA","Case Western Reserve University (Cleveland)","Ohio","Ohio","United States","États-Unis","200304"
417207,"Dulude, Gael","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","AAGH","New York University (New York, NY)","New York","New York","United States","États-Unis","200304"
37113,"Slack, Ruth S","SUP1","Primary Supervisor","Directeur principal","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200304"
37113,"Cregan, Sean P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CPCV","Robarts Research Institute - U.W.O. (London, Ont.)","Ontario","Ontario","Canada","Canada","200304"
552865,"Black, Sandra E","SUP1","Primary Supervisor","Directeur principal","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200304"
552865,"Duff Canning, Sarah J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAC","Toronto Western Hospital","Ontario","Ontario","Canada","Canada","200304"
969302,"Hieter, Philip A","SUP1","Primary Supervisor","Directeur principal","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
969302,"Baetz, Kristin K","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200304"
771687,"Poulin, Gino","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADXW","Wellcome/CRC Institute (UK)","Unknown/Inconnu","Unknown/Inconnu","United Kingdom","Royaume-Uni","200304"
771687,"Ahringer, Julie A","SUP1","Primary Supervisor","Directeur principal","EBAA","University of Cambridge (UK)","Unknown/Inconnu","Unknown/Inconnu","United Kingdom","Royaume-Uni","200304"
92363,"Ruddy, Terrence D","CO","Co-Investigator","Co-chercheur","ABDZ","University of Ottawa Heart Institute/Institut de cardiologie de l'Université d'Ottawa","Ontario","Ontario","Canada","Canada","200304"
92363,"Bridge, Peter J","CO","Co-Investigator","Co-chercheur","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
92363,"Anderson, Todd J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
92363,"Lonn, Eva","CO","Co-Investigator","Co-chercheur","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
92363,"Charbonneau, François","CO","Co-Investigator","Co-chercheur","IRAL","Calgary Health Region","Alberta","Alberta","Canada","Canada","200304"
92363,"Exner, Derek V","CO","Co-Investigator","Co-chercheur","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
714242,"Pawson, Anthony J","SUP1","Primary Supervisor","Directeur principal","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200304"
714242,"Batt, Jane Andrea E","SUP1","Primary Supervisor","Directeur principal","CEAJ","Unity Health Toronto","Ontario","Ontario","Canada","Canada","200304"
714242,"Plant, Pamela","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAJ","Unity Health Toronto","Ontario","Ontario","Canada","Canada","200304"
965581,"Kwon, Hakju","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADLH","Gladstone Institute of Virology & Immunology (CA)","California","Californie","United States","États-Unis","200304"
965581,"Greene, Warner C","SUP1","Primary Supervisor","Directeur principal","ADLH","Gladstone Institute of Virology & Immunology (CA)","California","Californie","United States","États-Unis","200304"
862411,"Verma, Inder M","SUP1","Primary Supervisor","Directeur principal","SALK","Salk Institute for Biological Studies (La Jolla, CA)","California","Californie","United States","États-Unis","200304"
862411,"Marr, Robert A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","UEFA","Salk Institute for Biological Studies (San Diego)","California","Californie","United States","États-Unis","200304"
178656,"Jenkins, David J","SUP","Supervisor","Directeur de recherche","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
178656,"Boyd, Norman F","SUP1","Primary Supervisor","Directeur principal","CEAI","Ontario Cancer Institute (Toronto)","Ontario","Ontario","Canada","Canada","200304"
178656,"Martin, Lisa J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAE","Princess Margaret Cancer Centre (Toronto)","Ontario","Ontario","Canada","Canada","200304"
806126,"Lang, Bernd F","SUP1","Primary Supervisor","Directeur principal","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
806126,"Lavrov, Dennis","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","UWAA","University of Michigan (Ann Arbor)","Michigan","Michigan","United States","États-Unis","200304"
754976,"O'BYRNE, Paul M","SUP","Supervisor","Directeur de recherche","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
754976,"Inman, Mark D","SUP1","Primary Supervisor","Directeur principal","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
754976,"Leigh, Richard","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
767617,"Gottesman, Susan","SUP1","Primary Supervisor","Directeur principal","UUCA","National Cancer Institute (Bethesda, Maryland)","Maryland","Maryland","United States","États-Unis","200304"
767617,"Masse, Eric","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
255014,"Westaway, David","SUP1","Primary Supervisor","Directeur principal","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
255014,"Phinney, Amie L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
554548,"McPherson, Peter S","SUP1","Primary Supervisor","Directeur principal","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
554548,"Legendre-Guillemin, Valerie","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFED","Université du Québec à Chicoutimi","Québec","Québec","Canada","Canada","200304"
988298,"Rossant, Janet","SUP1","Primary Supervisor","Directeur principal","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200304"
988298,"Chazaud, Claire","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADHN","Lunenfeld-Tanenbaum Research Institute  (Toronto)","Ontario","Ontario","Canada","Canada","200304"
918650,"Dostie, Josée","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
918650,"Dreyfuss, Gideon","SUP1","Primary Supervisor","Directeur principal","SMAA","University of Pennsylvania (Philadelphia)","Pennsylvania","Pennsylvanie","United States","États-Unis","200304"
614750,"Farquhar, Marilyn G","SUP1","Primary Supervisor","Directeur principal","UEHE","University of California (San Diego)","California","Californie","United States","États-Unis","200304"
614750,"Lavoie, Christine","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
198591,"Roy, Richard D","SUP1","Primary Supervisor","Directeur principal","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
198591,"Clark, Sharon F","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ACAA","University of Queensland (Brisbane, Australia)","Queensland","Queensland","Australia","l'Australie","200304"
662166,"Paterson, Donald H","SUP1","Primary Supervisor","Directeur principal","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200304"
662166,"Heenan, Aaron P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
684235,"Aebersold, Reudi","SUP1","Primary Supervisor","Directeur principal","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
684235,"Gingras, Anne-Claude","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADHN","Lunenfeld-Tanenbaum Research Institute  (Toronto)","Ontario","Ontario","Canada","Canada","200304"
497498,"Hack, Thomas F","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200304"
497498,"Degner, Lesley F","CO","Co-Investigator","Co-chercheur","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200304"
497498,"Bultz, Barry D","CO","Co-Investigator","Co-chercheur","CBBC","Tom Baker Cancer Centre, Calgary","Alberta","Alberta","Canada","Canada","200304"
497498,"Katz, Alan","CO","Co-Investigator","Co-chercheur","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200304"
497498,"Pickles, Thomas A","CO","Co-Investigator","Co-chercheur","BCAV","BC Cancer, part of PHSA (Vancouver)","British Columbia","Colombie-Britannique","Canada","Canada","200304"
497498,"Davison, Barbara J","CO","Co-Investigator","Co-chercheur","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
307560,"Rotin, Daniela","SUP1","Primary Supervisor","Directeur principal","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200304"
307560,"Pak, Youngshil","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200304"
542210,"Lumsden, Charles J","SUP1","Primary Supervisor","Directeur principal","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
542210,"Clarke, Geoff","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
765108,"Levy, Gary A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
655579,"Chen, Xihua","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CJAA","Memorial University of Newfoundland","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Canada","Canada","200304"
966318,"Cribb, Alastair E","CO","Co-Investigator","Co-chercheur","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
966318,"Saleh, Tarek M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEHA","University of Guelph","Ontario","Ontario","Canada","Canada","200304"
617382,"Byers, David M","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
617382,"Greer, Wenda L","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
617382,"Ridgway, Neale D","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
617382,"Dobson, Melanie J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
359244,"Kirby, Ronald L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
359244,"Dupuis, Debbie","CO","Co-Investigator","Co-chercheur","HECM","HEC Montréal","Québec","Québec","Canada","Canada","200304"
258280,"Boivin, Guy","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200304"
775624,"Chow, Anthony W","SUP","Supervisor","Directeur de recherche","CAAE","Vancouver General Hospital","British Columbia","Colombie-Britannique","Canada","Canada","200304"
775624,"Robinson, Wendy P","SUP1","Primary Supervisor","Directeur principal","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
775624,"Yong, Paul","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
878471,"Kennedy, James L","SUP1","Primary Supervisor","Directeur principal","CEAH","Centre for Addiction and Mental Health (Toronto)/Centre de toxicomanie et de santé mentale","Ontario","Ontario","Canada","Canada","200304"
878471,"Martucci, Livia","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAMF","Centre for Addiction and Mental Health Foundation","Ontario","Ontario","Canada","Canada","200304"
226339,"Karpati, George","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
767468,"Roder, John C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADHN","Lunenfeld-Tanenbaum Research Institute  (Toronto)","Ontario","Ontario","Canada","Canada","200304"
500733,"Tremblay, Jacques P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200304"
849315,"McKerracher, Lisa J","CO","Co-Investigator","Co-chercheur","BIBI","BioAxone BioSciences Inc. (Cambridge, Massachusetts)","Massachusetts","Massachusetts","United States","États-Unis","200304"
849315,"Doucet, Guy","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
362395,"Doucette, Joseph R","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200304"
765188,"Gorassini, Monica A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
767733,"Downie, John W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
767733,"Rasmusson, Douglas D","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
767733,"Rafuse, Victor F","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
767733,"Gajewski, Jerzy","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
767733,"Hagg, Theodoor (Theo)","CO","Co-Investigator","Co-chercheur","AAFN","University of Louisville (Kentucky)","Kentucky","Kentucky","United States","États-Unis","200304"
767733,"Clarke, David B","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
308518,"Lachapelle, Pierre","CO","Co-Investigator","Co-chercheur","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
308518,"Mckerral, Michelle","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
934822,"Perez Velazquez, Jose L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200304"
934822,"Frantseva, Marina","CO","Co-Investigator","Co-chercheur","CEAH","Centre for Addiction and Mental Health (Toronto)/Centre de toxicomanie et de santé mentale","Ontario","Ontario","Canada","Canada","200304"
409141,"Roskams, Angela J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
139875,"Steeves, John D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
111496,"Kneteman, Norman M","SUP1","Primary Supervisor","Directeur principal","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
111496,"Hsi, Belinda","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
77464,"Sandys, Judith","SUP1","Primary Supervisor","Directeur principal","ABAF","Ryerson University (Toronto)","Ontario","Ontario","Canada","Canada","200304"
77464,"Krogh, Kari","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ABAF","Ryerson University (Toronto)","Ontario","Ontario","Canada","Canada","200304"
939744,"Simpson, J. Steven A","SUP1","Primary Supervisor","Directeur principal","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
939744,"Angen, Maureen J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBC","Tom Baker Cancer Centre, Calgary","Alberta","Alberta","Canada","Canada","200304"
587461,"Anderson, Geoffrey M","SUP1","Primary Supervisor","Directeur principal","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
587461,"Bronskill, Susan E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
394563,"Ducharme, Francine C","SUP1","Primary Supervisor","Directeur principal","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
394563,"Carpentier, Normand C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCL","CIUSSS du Centre-Sud-de-l'Île-de-Montréal (Montréal, Québec)","Québec","Québec","Canada","Canada","200304"
552827,"Frohlich, Katherine L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
552827,"Syme, Leonard","SUP1","Primary Supervisor","Directeur principal","AAAQ","University of California (Berkeley)","California","Californie","United States","États-Unis","200304"
135960,"Dewailly, Éric","SUP1","Primary Supervisor","Directeur principal","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200304"
135960,"Furgal, Christopher M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEMA","Trent University (Peterborough, Ontario)","Ontario","Ontario","Canada","Canada","200304"
743735,"Lippman, Abby","SUP1","Primary Supervisor","Directeur principal","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
743735,"Gendron, Sylvie","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
435910,"Young, Kue","SUP1","Primary Supervisor","Directeur principal","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
435910,"Hackett, Paul","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200304"
7007,"Hamel, Suzanne S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
7007,"Lefrancois, Richard","SUP1","Primary Supervisor","Directeur principal","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
896641,"Hurd, Laura C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
896641,"Martin-Matthews, Anne E","SUP1","Primary Supervisor","Directeur principal","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
378563,"Demers, Andrée","SUP1","Primary Supervisor","Directeur principal","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
378563,"Kairouz, Sylvia","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFGA","Concordia University (Montreal, Quebec)/Université Concordia","Québec","Québec","Canada","Canada","200304"
97805,"Vezina, Michel","SUP","Supervisor","Directeur de recherche","NNSP","Institut national de santé publique du Québec","Québec","Québec","Canada","Canada","200304"
97805,"Levesque, Maurice","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200304"
97805,"De Koninck, Maria","SUP1","Primary Supervisor","Directeur principal","CFBA","Université Laval","Québec","Québec","Canada","Canada","200304"
558772,"Carswell, Anne","SUP1","Primary Supervisor","Directeur principal","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
558772,"Miller, William C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
773613,"Greaves, Lorraine J","SUP1","Primary Supervisor","Directeur principal","IRAT","Centre of Excellence for Women's Health (Vancouver, BC)/Centres d'excellence pour la Santé des Femmes","British Columbia","Colombie-Britannique","Canada","Canada","200304"
773613,"Morrow, Marina H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CACA","Simon Fraser University (Burnaby, B.C.)","British Columbia","Colombie-Britannique","Canada","Canada","200304"
244031,"Goodwin, James S","SUP1","Primary Supervisor","Directeur principal","SRGA","University of Texas (Galveston)","Texas","Texas","United States","États-Unis","200304"
244031,"Ostir, Glenn V","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","SRGA","University of Texas (Galveston)","Texas","Texas","United States","États-Unis","200304"
389462,"Fried, Peter A","SUP1","Primary Supervisor","Directeur principal","CEGA","Carleton University (Ottawa)","Ontario","Ontario","Canada","Canada","200304"
389462,"Smith, Andra M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200304"
241951,"Chandler, Michael J","SUP1","Primary Supervisor","Directeur principal","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
241951,"Teucher, Ulrich C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200304"
620698,"Maclachlan, Richard A","SUP1","Primary Supervisor","Directeur principal","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
620698,"Twohig, Peter L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CHDA","Saint Mary's University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
470314,"Oberlander, Timothy F","SUP1","Primary Supervisor","Directeur principal","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
470314,"Warnock, Fay F","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
95590,"Young, Allan","SUP1","Primary Supervisor","Directeur principal","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
95590,"Whelan, Emma C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
918443,"Willows, Noreen D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
918443,"Raine, Kim D","SUP1","Primary Supervisor","Directeur principal","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
992175,"Wilson, Catherine E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
801873,"Wilson, Kathleen J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
801873,"Csillag, Ferenc","SUP1","Primary Supervisor","Directeur principal","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
663955,"Myers, Ted","SUP1","Primary Supervisor","Directeur principal","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
663955,"Worthington, Catherine A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CABA","University of Victoria (British Columbia)","British Columbia","Colombie-Britannique","Canada","Canada","200304"
542037,"Evans, Robert G","SUP1","Primary Supervisor","Directeur principal","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
542037,"Morgan, Steven G","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
362727,"Adams, Annmarie","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
442789,"Bottorff, Joan L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
243229,"Chen, Yue","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CECA","University of Ottawa/Université d'Ottawa","Ontario","Ontario","Canada","Canada","200304"
35001,"Chipperfield, Judith G","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200304"
913754,"Craig, Wendy M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
817631,"Dewey, Deborah M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
